Entity,Code,Year,Oil Consumption - TWh,Gas Consumption - TWh,Coal Consumption - TWh
Africa (BP),,1966,369.486572265625,10.669916152954102,323.1221923828125
Africa (BP),,1967,368.125244140625,10.545669555664062,330.2915954589844
Africa (BP),,1968,389.1998596191406,10.688969612121582,343.5129089355469
Africa (BP),,1969,396.9228820800781,12.491999626159668,346.6429138183594
Africa (BP),,1970,433.7723083496094,15.52032470703125,360.75689697265625
Africa (BP),,1971,473.5654296875,18.405263900756836,383.0123291015625
Africa (BP),,1972,510.6726379394531,24.670656204223633,384.2108154296875
Africa (BP),,1973,549.7197875976562,39.55179214477539,408.91033935546875
Africa (BP),,1974,567.7996826171875,44.51848602294922,425.646240234375
Africa (BP),,1975,596.4046630859375,53.63837814331055,451.08050537109375
Africa (BP),,1976,652.5805053710938,60.98139190673828,481.07415771484375
Africa (BP),,1977,695.1663208007812,68.23419189453125,491.6984558105469
Africa (BP),,1978,732.1810302734375,97.3698959350586,477.8155822753906
Africa (BP),,1979,770.9386596679688,148.8428192138672,507.24700927734375
Africa (BP),,1980,817.2388916015625,186.91397094726562,543.5570678710938
Africa (BP),,1981,883.8618774414062,228.49114990234375,635.7987670898438
Africa (BP),,1982,925.2272338867188,246.73355102539062,701.1759033203125
Africa (BP),,1983,964.5521850585938,271.2753601074219,713.2460327148438
Africa (BP),,1984,981.7520141601562,259.90277099609375,762.8978881835938
Africa (BP),,1985,1007.0918579101562,278.8427429199219,787.1658935546875
Africa (BP),,1986,988.5932006835938,313.2712097167969,805.3560791015625
